ID,Tables,Rows,m1,m0,none,d01,d10,a00,a11,none_01,none_10,none_00,none_11
AISFU4P55HYEH,114,1076.0,15.34558505220268,84.34719887955188,4.504512562600797,20.59452296069946,6.453223410576353,316.79427255750244,54.92911679823457,7.401647780324254,3.2371933621933633,31.809166242254513,14.780856888209813
AMA18W8F60Y2J,44,392.0,6.320689033189035,32.04772727272743,2.621248196248197,4.992568542568545,2.515151515151515,123.19834054834075,22.76760461760464,1.0625,2.9462481962481952,10.978841991341978,7.5387445887445885
A109CH3492UU42,70,561.0,11.954761904761893,48.44345238095238,3.664285714285714,7.148214285714289,5.68452380952381,186.62559523809202,42.134523809523884,2.6696428571428577,2.651785714285714,21.080357142857135,12.00535714285713
A3I9XLIHPPWPN1,120,1128.0,17.187678253119415,87.97830829301446,4.638423096511331,19.441542526101347,9.855212842712834,332.47169064594686,58.89550016976513,9.861965240641704,3.138008233596469,30.920396188778557,15.415684152448836
A2JPOXYZM5AJZZ,140,1364.0,28.776856803327444,94.25340272472647,8.032080256344958,6.355195866225274,42.78109455903596,370.6584150326705,72.32633265427408,3.12391774891775,9.692094261947199,32.62672311348786,22.436226763432643
A1NF6PELRKACS9,78,860.0,11.323688566335608,58.12383286648034,3.9818245480010193,9.723671589848038,13.620038621509188,222.77165987607398,31.67471564383334,2.565699006875478,3.8754541210423574,15.716917069858228,12.05184407096172
A3V9JFVZQ2XF4Y,28,239.0,4.601190476190476,19.730952380952367,1.3875,4.029166666666667,0.8041666666666666,74.89464285714288,17.600595238095217,0.43333333333333335,0.9999999999999999,8.688095238095238,4.55
A266GU3J5H4TRL,2,14.0,0.4583333333333333,1.25,0.0,0.5,0.0,4.5,1.8333333333333333,0.16666666666666666,0.0,1.0,0.0
A2UF2FRGVW4T89,32,412.0,2.712481962481962,26.30483405483426,1.079004329004329,8.624458874458863,2.7640692640692643,96.59487734487844,8.085858585858587,1.9188311688311686,0.8409090909090908,5.6958874458874496,3.475108225108226
A1IFIK8J49WBER,48,512.0,5.765682030387906,36.917451829216525,2.6768101179865895,8.057847381376785,4.837747220100165,139.61195993548637,18.224980901451527,1.5317460317460314,3.1630803836686208,9.028478057889828,7.544160088277725
A3LRZX8477TYYZ,18,180.0,2.4084967320261432,13.349673202614358,0.8398692810457518,2.0686274509803924,2.2254901960784315,51.33006535947808,7.408496732026138,0.16666666666666666,0.6764705882352942,5.441176470588231,2.683006535947712
A365SN61J4UNGR,6,82.0,0.6029411764705883,4.946078431372549,0.16666666666666666,0.75,0.7450980392156864,19.03431372549019,1.666666666666666,0.5686274509803921,0.25,0.5686274509803921,0.41666666666666663
